<0,agent7-0,noteItem7-4,read> 0.0011602935372628618
<174,nurse6-3,nursingItem6-1,read> 3.753620077801618E-4
<175,patient2-3,noteItem2-3,read> 0.0020059002372774947
<176,nurse6-3,nursingItem6-4,read> 1.7581315954596116E-4
<177,agent0-01,HR0-0,addNote> 4.364825284932242E-4
<178,nurse5-3,nursingItem5-8,read> 9.372142522605924E-4
<179,patient9-5,HR9-5,addNote> 0.0017099283220561707
<180,nurse1-1,nursingItem1-9,read> 9.424901268941495E-4
<181,doctor5-1,HR1-3,addItem> 4.37721965336424E-4
<182,nurse3-0,nursingItem3-7,read> 6.5328580257639E-4
<183,nurse9-1,nursingItem9-4,read> 0.0014187488198239768
<184,nurse6-3,nursingItem6-3,read> 3.7991299953905227E-4
<185,nurse5-1,nursingItem5-3,read> 9.134959784586474E-4
<186,nurse6-3,nursingItem6-6,read> 3.139236190351391E-4
<187,nurse8-0,HR8-9,addItem> 1.347018119513103E-4
<188,nurse6-3,nursingItem6-5,read> 1.7187581973653372E-4
<189,nurse6-3,nursingItem6-8,read> 1.86312732371101E-4
<190,nurse6-3,nursingItem6-7,read> 1.7843805275224612E-4
<191,patient1-8,noteItem1-8,read> 0.0018062214461284018
<192,nurse6-3,nursingItem6-9,read> 1.8368783916481606E-4
<193,patient7-3,HR7-3,addNote> 0.001550191457625966
<194,nurse9-2,nursingItem9-0,read> 8.666899225655096E-4
<195,patient5-8,noteItem5-8,read> 0.0053433886036266184
<196,nurse8-0,HR8-2,addItem> 1.4143798206331682E-4
<197,patient6-9,noteItem6-9agent6-1,read> 0.0021531010151363103
<198,patient0-0,HR0-0,addNote> 0.0013152843040521358
<199,agent2-1,noteItem2-7agent2-1,read> 0.0037201060382907073
<200,nurse8-0,HR8-1,addItem> 1.4247431592670246E-4
<201,patient5-1,noteItem5-1,read> 0.005438473742269044
<202,doctor7-0,HR7-5,addItem> 4.821930804474408E-4
<203,doctor6-1,HRitem8-3-1,read> 6.74786558026128E-5
<204,doctor5-0,HR0-1,addItem> 1.8422184828905877E-4
<205,patient8-0,HR8-0,addNote> 0.0012683028733373703
<206,nurse0-3,nursingItem0-8,read> 9.546995149287347E-4
<207,nurse2-1,nursingItem2-2,read> 0.0011217505431564076
<208,nurse8-0,HR8-4,addItem> 1.357381458146959E-4
<209,patient5-8,HR5-8,addNote> 0.0017569097527709366
<210,doctor3-1,HR3-2,addItem> 6.377850325799026E-4
<211,doctor7-0,HR7-9,addItem> 3.7380776476479986E-4
<212,patient5-4,noteItem5-4,read> 0.005419456714540559
<213,patient9-6,noteItem9-6,read> 0.00338463474759266
<214,nurse8-0,HR8-3,addItem> 1.3677447967808156E-4
<215,patient2-5,noteItem2-5,read> 0.0019583576679562827
<216,nurse3-3,HR3-1,addItem> 1.8002111475053654E-4
<217,patient8-9,HR8-9,addNote> 0.0012213214426226042
<218,nurse8-0,HR8-6,addItem> 1.3781081354146714E-4
<219,agent9-0,HR9-9,addNote> 0.0015033935481249298
<220,nurse3-3,HR3-0,addItem> 1.8097623948890563E-4
<221,doctor3-1,HR3-8,addItem> 6.581964215545677E-4
<222,nurse8-1,nursingItem8-1,read> 9.467801670212627E-4
<223,nurse2-0,HR2-0,addItem> 1.967412338531178E-4
<224,nurse8-0,HR8-5,addItem> 1.3884714740485275E-4
<225,nurse3-3,HR3-3,addItem> 1.7811086527379818E-4
<226,nurse8-0,HR8-8,addItem> 1.3366547808792465E-4
<227,doctor2-0,HRitem0-2-3,read> 2.3829952118682309E-4
<228,nurse0-2,nursingItem0-3,read> 9.382096438358093E-4
<229,agent4-1,noteItem4-3,read> 0.0027088897043884507
<230,nurse3-3,HR3-2,addItem> 1.7906599001216736E-4
<231,nurse8-0,HR8-7,addItem> 1.3418364501961748E-4
<232,patient3-4,noteItem3-4agent3-1,read> 0.004024557759895107
<233,doctor6-1,HR8-9,addItem> 2.6000788524582785E-4
<234,nurse3-3,HR3-5,addItem> 1.8336405133482855E-4
<235,patient4-8,noteItem4-8,read> 0.005105675757020556
<236,nurse2-0,HR2-3,addItem> 1.9864230667142674E-4
<237,nurse3-3,HR3-4,addItem> 1.8288648896564399E-4
<238,doctor2-0,HR2-9,addItem> 0.001354807432640933
<239,patient5-2,noteItem5-2,read> 0.00545749076999753
<240,nurse4-0,nursingItem4-8,read> 0.0016397167377622947
<241,patient7-5,noteItem7-5,read> 0.0017681873906714317
<242,nurse1-2,nursingItem1-8,read> 9.52678218517236E-4
<243,nurse2-0,HR2-4,addItem> 1.9959284308058124E-4
<244,patient0-6,noteItem0-6,read> 0.002081968348191435
<245,patient9-8,HR9-8,addNote> 0.0016300598898410683
<246,agent7-1,noteItem7-5agent7-1,read> 0.004544199444390854
<247,patient3-0,HR3-0,addNote> 0.0017804004681283192
<248,nurse3-3,HR3-7,addItem> 1.824089265964594E-4
<249,nurse1-1,HR1-7,addItem> 1.8728831988555427E-4
<250,nurse2-0,HR2-1,addItem> 1.9721650205769506E-4
<251,doctor4-1,HR4-1,addItem> 4.7918267790399523E-4
<252,nurse3-3,HR3-6,addItem> 1.8145380185809025E-4
<253,agent0-1,noteItem0-0agent0-0agent0-1,read> 0.0014686330996497505
<254,nurse1-2,HR1-8,addItem> 1.874988333530714E-4
<255,nurse2-0,HR2-2,addItem> 1.981670384668495E-4
<256,agent2-11,noteItem2-7,read> 0.0010427064098095236
<257,agent7-1,HR7-5,addNote> 0.001366448076016093
<258,patient4-5,HR4-5,addNote> 0.001329378733266566
<259,nurse2-0,HR2-7,addItem> 1.9436489283023163E-4
<260,patient8-5,HR8-5,addNote> 0.001258906587194417
<261,patient4-2,noteItem4-2,read> 0.0052958460343054065
<262,nurse3-3,HR3-9,addItem> 1.8527430081156685E-4
<263,nurse5-3,nursingItem5-9,read> 9.359015506525238E-4
<264,doctor5-1,HRitem1-4-1,read> 8.103507913106901E-4
<265,nurse1-0,nursingItem1-9,read> 9.684005083895212E-4
<266,nurse2-0,HR2-8,addItem> 1.9388962462565438E-4
<267,nurse3-3,HR3-8,addItem> 1.8479673844238229E-4
<268,nurse2-0,HR2-5,addItem> 1.9341435642107718E-4
<269,nurse5-1,nursingItem5-0,read> 0.0016027460698913158
<270,nurse8-0,HR8-0,addItem> 1.3988348126823838E-4
<271,nurse2-0,HR2-6,addItem> 1.9293908821649993E-4
<272,doctor7-0,HR7-3,addItem> 4.792879382532049E-4
<273,doctor6-0,HRitem2-5-0,read> 5.724223008991381E-4
<274,nurse8-3,HR8-2,addItem> 1.1385954544929964E-4
<275,nurse8-3,HR8-3,addItem> 1.1010536107789853E-4
<276,patient6-2,HR6-2,addNote> 4.3673154968601225E-4
<277,nurse8-3,HR8-0,addItem> 1.1260815065883257E-4
<278,patient3-2,noteItem3-2,read> 0.005153218326341768
<279,patient9-2,HR9-2,addNote> 0.0016770413205558343
<280,doctor2-0,HR7-3,addItem> 4.400957388730451E-4
<281,patient8-3,noteItem8-3,read> 0.002576411069132046
<282,doctor5-1,HR1-5,addItem> 4.397917766196618E-4
<283,agent3-1,noteItem3-4,read> 0.0025900120524488595
<284,nurse8-3,HR8-1,addItem> 1.1469380864294432E-4
<285,doctor2-1,HR1-2,addItem> 5.83327652579974E-4
<286,nurse8-3,HR8-8,addItem> 1.0760257149696441E-4
<287,nurse8-3,HR8-9,addItem> 1.0843683469060911E-4
<288,nurse8-3,HR8-6,addItem> 1.1093962427154318E-4
<289,nurse1-3,nursingItem1-6,read> 9.409322336606156E-4
<290,patient9-4,noteItem9-4,read> 0.0033466006921356903
<291,nurse3-0,nursingItem3-3,read> 0.0010858711522081462
<292,nurse0-1,nursingItem0-9,read> 9.657440726969255E-4
<293,nurse8-3,HR8-7,addItem> 1.0801970309378677E-4
<294,nurse8-3,HR8-4,addItem> 1.092710978842538E-4
<295,nurse8-3,HR8-5,addItem> 1.1177388746518787E-4
<296,doctor8-0,HRitem6-2-1,read> 5.77292866445411E-4
<297,nurse8-2,HR8-0,addItem> 1.1416674097937007E-4
<298,nurse1-2,nursingItem1-9,read> 0.0016257794358602133
<299,nurse8-2,HR8-1,addItem> 1.1628126620201622E-4
<300,nurse8-2,HR8-2,addItem> 1.1543545611295778E-4
<301,nurse3-2,nursingItem3-0,read> 6.340855022955593E-4
<302,nurse8-2,HR8-7,addItem> 1.0951478548954852E-4
<303,nurse8-2,HR8-8,addItem> 1.0909188044501929E-4
<304,patient0-2,HR0-2,addNote> 0.001305888017909183
<305,nurse8-2,HR8-9,addItem> 1.0993769053407777E-4
<306,nurse0-2,nursingItem0-2,read> 9.39498467111641E-4
<307,agent7-1,noteItem7-5,read> 0.001199525028842992
<308,nurse8-2,HR8-3,addItem> 1.1162931071219471E-4
<309,nurse8-2,HR8-5,addItem> 1.1332093089031159E-4
<310,nurse8-1,nursingItem8-5,read> 9.410067505165277E-4
<311,nurse8-2,HR8-6,addItem> 1.1247512080125314E-4
<312,doctor0-0,HRitem0-0-2,read> 3.058333516875575E-4
<313,nurse9-0,HR9-9,addItem> 1.68124404332712E-4
<314,nurse9-2,HR9-9,addItem> 1.634758032912545E-4
<315,nurse2-0,nursingItem2-9,read> 6.595243238637078E-4
<316,nurse9-2,HR9-7,addItem> 1.6206636036981154E-4
<317,nurse9-2,HR9-8,addItem> 1.6300598898410685E-4
<318,doctor8-1,HR7-0,addItem> 3.448187101233677E-4
<319,patient7-8,HR7-8,addNote> 0.0015830784591263024
<320,nurse9-2,HR9-5,addItem> 1.7099283220561707E-4
<321,agent3-01,noteItem3-1agent3-0,read> 0.0029849884894599357
<322,nurse0-1,nursingItem0-6,read> 9.644300606925757E-4
<323,nurse9-2,HR9-6,addItem> 1.6065691744836854E-4
<324,nurse9-2,HR9-3,addItem> 1.6864376066987876E-4
<325,nurse8-0,nursingItem8-9,read> 9.243105550831961E-4
<326,nurse9-2,HR9-4,addItem> 1.695833892841741E-4
<327,nurse9-2,HR9-1,addItem> 1.667645034412881E-4
<328,nurse9-2,HR9-2,addItem> 1.6770413205558345E-4
<329,doctor8-1,HR7-6,addItem> 3.511079937532303E-4
<330,doctor8-1,HR7-7,addItem> 3.500597798149198E-4
<331,agent0-11,noteItem0-0agent0-0,read> 0.001103473814757844
<332,nurse9-2,HR9-0,addItem> 1.6582487482699282E-4
<333,doctor8-1,HR7-8,addItem> 3.532044216298511E-4
<334,patient2-4,noteItem2-4,read> 0.001977374695684767
<335,doctor8-1,HR7-2,addItem> 3.4691513799998855E-4
<336,doctor8-1,HR7-4,addItem> 3.4901156587660933E-4
<337,doctor8-1,HR7-9,addItem> 3.521562076915406E-4
<338,nurse1-2,nursingItem1-5,read> 9.501067426982611E-4
<339,nurse5-3,HR5-4,addItem> 1.748448682246619E-4
<340,agent6-01,HR6-7,addNote> 2.3664652685506665E-4
<341,nurse9-3,nursingItem9-9,read> 0.0014468145629791176
<342,patient2-7,noteItem2-7,read> 0.0019108150986350692
<343,nurse9-1,HR9-6,addItem> 1.591341030649717E-4
<344,nurse9-1,HR9-7,addItem> 1.6053018633787022E-4
<345,nurse9-1,HR9-8,addItem> 1.6146090851980254E-4
<346,nurse1-2,HR1-3,addItem> 1.9631775733543349E-4
<347,doctor9-0,HRitem9-1-3,read> 9.626329581260715E-4
<348,nurse9-1,HR9-9,addItem> 1.619262696107687E-4
<349,agent9-0,noteItem9-9,read> 0.0024777711519279083
<350,nurse9-1,HR9-2,addItem> 1.6611451942946415E-4
<351,patient3-1,noteItem3-1,read> 0.005162726840206011
<352,nurse1-1,nursingItem1-4,read> 9.73777909332685E-4
<353,nurse9-1,HR9-3,addItem> 1.670452416113965E-4
<354,nurse9-1,HR9-4,addItem> 1.6797596379332887E-4
<355,doctor0-1,HRitem8-7-0,read> 6.037767215437382E-4
<356,patient2-1,noteItem2-1,read> 0.0020344257788702225
<357,patient1-5,HR1-5,addNote> 0.0019965150494162427
<358,nurse2-2,nursingItem2-4,read> 0.0011220108415179516
<359,nurse9-1,HR9-5,addItem> 1.6937204706622734E-4
<360,patient0-8,noteItem0-8,read> 0.00206295132046295
<361,nurse9-1,HR9-0,addItem> 1.6425307506559954E-4
<362,nurse9-1,HR9-1,addItem> 1.6518379724753183E-4
<363,doctor8-0,HRitem8-1-3,read> 5.556092100836556E-5
<364,doctor0-0,HRitem8-6-3,read> 2.671711323205231E-4
<365,doctor9-1,HRitem0-1-2,read> 1.548753776270925E-4
<366,agent9-01,noteItem9-9agent9-0,read> 0.001299214638703138
<367,nurse1-2,HR1-5,addItem> 1.972460651230505E-4
<368,agent9-11,noteItem9-2,read> 9.37651935034973E-4
<369,patient0-9,HR0-9,addNote> 0.001366963877838379
<370,agent5-01,noteItem5-0agent5-0,read> 2.116031417766973E-4
<371,nurse2-3,nursingItem2-3,read> 6.319693772353162E-4
<372,nurse9-3,HR9-4,addItem> 1.663685383024836E-4
<373,nurse9-3,HR9-5,addItem> 1.6775126192683761E-4
<374,patient1-3,HR1-3,addNote> 0.00198711876327329
<375,agent5-01,noteItem5-0,read> 0.0027725025865206507
<376,nurse8-0,nursingItem8-0,read> 0.0015780518596993118
<377,nurse9-3,HR9-6,addItem> 1.5761128868157484E-4
<378,nurse9-3,HR9-8,addItem> 1.599158280554982E-4
<379,nurse3-0,nursingItem3-6,read> 6.201084329330543E-4
<380,nurse9-3,HR9-9,addItem> 1.6037673593028286E-4
<381,doctor3-0,HR5-9,addItem> 0.0012232594266395882
<382,nurse2-3,nursingItem2-1,read> 6.294053902428985E-4
<383,patient6-2,noteItem6-2,read> 0.0053148630620338914
<384,nurse9-3,HR9-0,addItem> 1.6268127530420624E-4
<385,doctor2-1,HRitem1-0-1,read> 8.156475623303557E-4
<386,nurse5-1,nursingItem5-4,read> 9.147936347760789E-4
<387,patient3-3,noteItem3-3,read> 0.005134201298613284
<388,doctor3-0,HR5-8,addItem> 0.0012298368269396554
<389,nurse9-3,HR9-1,addItem> 1.6360309105377553E-4
<390,nurse0-3,nursingItem0-5,read> 0.0016499020424645767
<391,nurse9-3,HR9-2,addItem> 1.645249068033449E-4
<392,patient0-0,noteItem0-0agent0-0agent0-1,read> 0.0037681938222569153
<393,nurse9-3,HR9-3,addItem> 1.654467225529142E-4
<394,doctor3-0,HR5-4,addItem> 0.0012133933261894874
<395,doctor3-0,HR5-1,addItem> 0.001269301228740059
<396,nurse0-3,nursingItem0-6,read> 0.0016589431176444731
<397,doctor4-1,HRitem4-4-3,read> 5.468364330823347E-4
<398,nurse7-1,HR7-3,addItem> 1.5313749413335874E-4
<399,doctor3-0,HR5-0,addItem> 0.0012660125285900254
<400,nurse3-2,HR3-7,addItem> 1.7918045001953092E-4
<401,nurse3-2,HR3-8,addItem> 1.8152599970888876E-4
<402,nurse3-2,HR3-9,addItem> 1.8199510964676035E-4
<403,nurse3-2,HR3-3,addItem> 1.749584605786867E-4
<404,nurse8-1,nursingItem8-7,read> 0.0015616555414053187
<405,nurse3-2,HR3-4,addItem> 1.7964955995740248E-4
<406,patient6-6,noteItem6-6,read> 0.005390931172947832
<407,nurse3-2,HR3-5,addItem> 1.8011866989527404E-4
<408,patient8-7,noteItem8-7,read> 0.0025003429582181056
<409,nurse3-2,HR3-6,addItem> 1.7824223014378774E-4
<410,nurse7-1,nursingItem7-2,read> 2.043601376505423E-4
<411,doctor2-0,HR2-1,addItem> 0.001364673533091034
<412,agent2-01,HR2-2,addNote> 0.0014047423156352155
<413,nurse6-0,nursingItem6-0,read> 2.1156997683955932E-4
<414,doctor2-0,HRitem7-3-2,read> 1.1250120946976902E-4
<415,nurse3-2,HR3-0,addItem> 1.7777312020591618E-4
<416,nurse3-2,HR3-1,addItem> 1.7683490033017305E-4
<417,nurse3-2,HR3-2,addItem> 1.7589668045442987E-4
<418,doctor7-1,HR6-9,addItem> 1.1080038379413479E-4
<419,nurse6-0,nursingItem6-6,read> 1.7801987123653896E-4
<420,nurse6-0,nursingItem6-7,read> 1.7543909388246045E-4
<421,nurse1-1,nursingItem1-1,read> 0.0016908688847997936
<422,doctor7-1,HR6-7,addItem> 9.563157302459988E-5
<423,nurse4-1,nursingItem4-5,read> 0.0015907081156177802
<424,nurse8-2,nursingItem8-8,read> 7.532101193091308E-4
<425,nurse6-0,nursingItem6-8,read> 3.1989429612651517E-4
<426,nurse0-2,nursingItem0-4,read> 9.433649369391371E-4
<427,nurse6-0,nursingItem6-9,read> 1.806006485906175E-4
<428,patient5-2,HR5-2,addNote> 0.0017428153235565067
<429,doctor7-1,HR6-5,addItem> 1.0029889941522598E-4
<430,patient8-4,noteItem8-4agent8-1agent8-0,read> 0.0010165542249403283
<431,nurse6-0,nursingItem6-2,read> 2.1415075419363777E-4
<432,nurse6-0,nursingItem6-3,read> 2.1544114287067699E-4
<433,patient5-6,HR5-6,addNote> 0.0017757023250568429
<434,nurse6-0,nursingItem6-4,read> 1.72858316528382E-4
