<0,patient7-6,noteItem7-6,read> 0.0017423173441323012
<167,nurse8-1,HR8-0,addItem> 1.370446707609413E-4
<168,doctor5-1,HR5-6,addItem> 3.3167101374232685E-4
<169,nurse5-0,nursingItem5-8,read> 9.001771099812856E-4
<170,nurse2-1,HR2-8,addItem> 1.8834605754312943E-4
<171,nurse2-1,HR2-9,addItem> 1.9017929504937906E-4
<172,nurse9-3,nursingItem9-6,read> 8.022464366425627E-4
<173,patient1-4,noteItem1-4,read> 0.0016854897795671709
<174,nurse5-2,nursingItem5-5,read> 0.0015904139860890433
<175,nurse6-3,nursingItem6-1,read> 2.128634495582895E-4
<176,nurse3-3,nursingItem3-1,read> 6.334321256964172E-4
<177,nurse6-3,nursingItem6-0,read> 2.1158081767543762E-4
<178,patient4-4,noteItem4-4agent4-1,read> 0.005125279506130611
<179,patient2-8,HR2-8,addNote> 0.0018741365131766834
<180,nurse6-3,nursingItem6-2,read> 3.715460797868394E-4
<181,nurse6-3,nursingItem6-4,read> 1.7438449307273377E-4
<182,nurse6-3,nursingItem6-3,read> 2.1542871332399326E-4
<183,agent9-1,noteItem9-2,read> 0.002427620265579198
<184,patient8-9,HR8-9,addNote> 0.001190075735782781
<185,nurse6-3,nursingItem6-6,read> 3.1146076416371197E-4
<186,doctor3-0,HRitem3-0-3,read> 7.089559299215881E-4
<187,patient0-0,noteItem0-0,read> 0.0019506850808711138
<188,nurse5-3,nursingItem5-9,read> 9.146407672534491E-4
<189,nurse5-3,nursingItem5-0,read> 0.0015756542060246781
<190,patient5-3,noteItem5-3,read> 0.005388752737061513
<191,nurse0-1,nursingItem0-8,read> 9.450895213851628E-4
<192,doctor2-1,HR1-6,addItem> 2.066048418321624E-4
<193,nurse8-0,nursingItem8-7,read> 0.0015244779221022032
<194,patient1-0,noteItem1-0agent1-0,read> 0.002566726331053276
<195,nurse0-2,nursingItem0-4,read> 9.219346085284608E-4
<196,patient5-0,noteItem5-0,read> 0.005473994083909208
<197,nurse8-0,HR8-9,addItem> 1.312556648682084E-4
<198,nurse6-3,nursingItem6-5,read> 1.705365974241782E-4
<199,patient5-5,HR5-5,addNote> 0.0016917203058716428
<200,patient5-2,noteItem5-2,read> 0.005445580301626643
<201,patient5-4,noteItem5-4,read> 0.005407695258583221
<202,nurse6-3,nursingItem6-8,read> 1.8464554813554863E-4
<203,nurse6-3,nursingItem6-7,read> 3.0701000004348033E-4
<204,nurse6-3,nursingItem6-9,read> 1.8208028436984494E-4
<205,patient4-9,noteItem4-9,read> 0.0050762011319532944
<206,nurse8-0,HR8-2,addItem> 1.3779434719918097E-4
<207,patient3-6,noteItem3-6,read> 0.005066729871192439
<208,patient0-7,noteItem0-7,read> 0.0021022252530447953
<209,nurse8-0,HR8-1,addItem> 1.3880029832702287E-4
<210,nurse8-0,HR8-4,addItem> 1.322616159960503E-4
<211,nurse8-0,HR8-3,addItem> 1.3326756712389226E-4
<212,nurse3-3,HR3-1,addItem> 1.76134026957325E-4
<213,nurse0-0,nursingItem0-3,read> 9.288429609711704E-4
<214,nurse7-2,HR7-5,addItem> 1.5077869796467207E-4
<215,nurse8-0,HR8-6,addItem> 1.3427351825173416E-4
<216,nurse3-3,HR3-0,addItem> 1.770611498100448E-4
<217,patient1-1,HR1-1,addNote> 0.0019607842116465776
<218,nurse2-0,HR2-0,addItem> 1.9235727296951712E-4
<219,nurse5-3,nursingItem5-3,read> 9.018119563048881E-4
<220,nurse8-0,HR8-5,addItem> 1.3527946937957612E-4
<221,nurse3-3,HR3-3,addItem> 1.7427978125188545E-4
<222,doctor2-1,HRitem5-7-0,read> 1.5290720453217451E-4
<223,doctor7-0,HRitem7-2-0,read> 7.699371955514475E-4
<224,nurse8-0,HR8-8,addItem> 1.3024971374036646E-4
<225,nurse3-3,HR3-2,addItem> 1.7520690410460522E-4
<226,agent8-11,noteItem8-3,read> 0.0012462394201840077
<227,doctor1-1,HR5-3,addItem> 2.9787918847890124E-4
<228,nurse8-0,HR8-7,addItem> 1.3075268930428746E-4
<229,nurse3-3,HR3-5,addItem> 1.793789569418442E-4
<230,patient7-1,noteItem7-1,read> 0.0020548689492405196
<231,nurse1-3,HR1-9,addItem> 1.8073352768193318E-4
<232,nurse2-0,HR2-3,addItem> 1.942026110533658E-4
<233,nurse1-2,HR1-3,addItem> 1.919138463314675E-4
<234,nurse3-3,HR3-4,addItem> 1.7891539551548433E-4
<235,doctor1-0,HRitem7-4-3,read> 2.254989681815007E-4
<236,nurse2-0,HR2-4,addItem> 1.951252800952901E-4
<237,nurse3-2,HR3-7,addItem> 1.7529339454772398E-4
<238,doctor8-0,HRitem4-1-1,read> 4.078336460563542E-4
<239,patient6-3,noteItem6-3,read> 0.005322453911735526
<240,nurse3-3,HR3-7,addItem> 1.7845183408912445E-4
<241,nurse2-0,HR2-1,addItem> 1.928186074904793E-4
<242,nurse3-3,HR3-6,addItem> 1.7752471123640468E-4
<243,patient7-4,HR7-4,addNote> 0.0015366665296623581
<244,nurse2-0,HR2-2,addItem> 1.937412765324036E-4
<245,patient9-6,HR9-6,addNote> 0.0015777101763059923
<246,doctor5-1,HRitem5-4-2,read> 2.008696198004793E-4
<247,nurse2-0,HR2-7,addItem> 1.9005060036470626E-4
<248,nurse3-3,HR3-9,addItem> 1.8123320264728376E-4
<249,nurse2-0,HR2-8,addItem> 1.8958926584374414E-4
<250,nurse1-0,nursingItem1-6,read> 0.0016594959974581794
<251,agent5-11,noteItem5-7agent5-1,read> 0.0011691723626238322
<252,nurse3-3,HR3-8,addItem> 1.8076964122092388E-4
<253,patient8-2,HR8-2,addNote> 0.0012493610031569192
<254,agent9-0,noteItem9-5agent9-0,read> 0.0014857704288516378
<255,nurse2-0,HR2-5,addItem> 1.8912793132278195E-4
<256,patient4-1,noteItem4-1,read> 0.005170913739561845
<257,nurse8-0,HR8-0,addItem> 1.3628542050741804E-4
<258,nurse2-0,HR2-6,addItem> 1.8866659680181975E-4
<259,agent4-11,HR4-4,addNote> 8.407256994824267E-4
<260,nurse1-0,nursingItem1-4,read> 0.0016820141768775247
<261,doctor8-1,HR2-5,addItem> 3.9246904089181104E-4
<262,patient9-0,noteItem9-0,read> 0.003333489151955957
<263,doctor2-1,HR5-3,addItem> 5.020331494301731E-4
<264,agent4-1,noteItem4-4,read> 0.0026937546125389514
<265,patient2-0,noteItem2-0agent2-1,read> 5.454693227421819E-4
<266,doctor6-0,HRitem2-5-3,read> 8.853062484941265E-4
<267,agent4-01,noteItem4-0agent4-0,read> 0.002658218966686697
<268,patient1-9,noteItem1-9,read> 0.001998041384675389
<269,agent0-01,noteItem0-6,read> 0.001075654706654943
<270,patient3-5,noteItem3-5,read> 0.00508567239271415
<271,nurse8-3,HR8-2,addItem> 1.1092636863666658E-4
<272,nurse8-3,HR8-3,addItem> 1.0728224762898295E-4
<273,patient5-6,noteItem5-6,read> 0.005369810215539802
<274,nurse8-0,nursingItem8-0,read> 0.0015455874311203505
<275,nurse8-3,HR8-0,addItem> 1.0971166163410534E-4
<276,patient7-4,noteItem7-4,read> 0.0016760185188063159
<277,agent8-01,noteItem8-9agent8-0,read> 0.0015231060904561083
<278,patient1-0,HR1-0,addNote> 0.0019562238064639516
<279,nurse0-3,nursingItem0-1,read> 9.482247085523233E-4
<280,nurse8-3,HR8-1,addItem> 1.117361733050407E-4
<281,doctor2-1,HR2-4,addItem> 3.961278757331538E-4
<282,nurse8-3,HR8-8,addItem> 1.0485283362386047E-4
<283,nurse8-3,HR8-9,addItem> 1.0566263829223462E-4
<284,nurse8-3,HR8-6,addItem> 1.0809205229735705E-4
<285,nurse8-3,HR8-7,addItem> 1.0525773595804757E-4
<286,doctor0-1,HR4-9,addItem> 3.3674263398090446E-4
<287,nurse8-3,HR8-4,addItem> 1.0647244296060876E-4
<288,patient5-5,noteItem5-5,read> 0.005350867694018092
<289,agent0-0,noteItem0-6agent0-0,read> 0.003994614882294159
<290,patient9-3,HR9-3,addNote> 0.0016506766592280083
<291,patient9-2,noteItem9-2agent9-1,read> 0.0056625756728968515
<292,patient3-1,HR3-1,addNote> 0.0017327639525152767
<293,nurse8-1,nursingItem8-8,read> 0.0015154373009546708
<294,patient6-2,noteItem6-2agent6-1,read> 0.0036754327069201216
<295,nurse8-3,HR8-5,addItem> 1.089018569657312E-4
<296,nurse1-2,nursingItem1-0,read> 9.184710219261054E-4
<297,doctor6-1,HRitem9-0-3,read> 8.075293588698486E-4
<298,patient6-0,HR6-0,addNote> 3.600819925448459E-4
<299,nurse7-1,nursingItem7-8,read> 3.231857177231776E-4
<300,doctor6-1,HR9-8,addItem> 8.118074807592311E-4
<301,doctor5-1,HRitem6-7-0,read> 2.1123987175038312E-4
<302,patient9-4,noteItem9-4,read> 0.0033619029342385224
<303,nurse8-2,HR8-0,addItem> 1.112301621411518E-4
<304,agent1-0,HR1-0,addNote> 0.0010482762474681025
<305,nurse8-2,HR8-1,addItem> 1.1328269473486826E-4
<306,nurse2-0,nursingItem2-5,read> 6.368222671294969E-4
<307,nurse8-2,HR8-2,addItem> 1.1246168169738171E-4
<308,agent0-1,HR0-8,addNote> 8.636994095720321E-4
<309,nurse8-2,HR8-7,addItem> 1.0671459043497556E-4
<310,nurse8-2,HR8-8,addItem> 1.0630408391623224E-4
<311,nurse2-1,nursingItem2-6,read> 6.364809266891371E-4
<312,patient3-8,HR3-8,addNote> 0.001778368004341537
<313,patient9-8,HR9-8,addNote> 0.0015959517970364962
<314,nurse8-2,HR8-9,addItem> 1.0712509695371886E-4
<315,doctor6-1,HR5-1,addItem> 4.5569535291523533E-4
<316,nurse8-2,HR8-3,addItem> 1.0876712302869204E-4
<317,nurse8-2,HR8-4,addItem> 1.0794610999120542E-4
<318,nurse7-0,nursingItem7-3,read> 1.9290579120618902E-4
<319,nurse8-2,HR8-5,addItem> 1.104091491036652E-4
<320,nurse5-0,nursingItem5-7,read> 0.0015754650313001238
<321,nurse8-2,HR8-6,addItem> 1.0958813606617858E-4
<322,doctor2-1,HRitem2-9-2,read> 3.223271158454951E-4
<323,doctor9-1,HRitem1-0-3,read> 8.049367958823726E-4
<324,doctor1-0,HR7-0,addItem> 2.236557731593011E-4
<325,patient4-8,noteItem4-8,read> 0.005095143653475005
<326,doctor4-0,HR4-5,addItem> 2.4998165623257764E-4
<327,doctor5-1,HR8-5,addItem> 3.6297439462277056E-4
<328,patient6-7,noteItem6-7,read> 0.005398223997822367
<329,doctor7-1,HR7-0,addItem> 4.224609048564576E-4
<330,patient1-7,noteItem1-7,read> 0.0018465012125017074
<331,doctor1-0,HR7-9,addItem> 1.8049191014723182E-4
<332,doctor1-0,HR7-4,addItem> 2.263426651907481E-4
<333,patient4-1,HR4-1,addNote> 0.0013360087016268134
<334,doctor1-0,HR7-3,addItem> 2.243274961671629E-4
<335,patient4-8,HR4-8,addNote> 0.001285844244617927
<336,patient4-0,noteItem4-0agent4-0,read> 0.0049205952521244245
<337,doctor1-0,HR7-2,addItem> 1.7783729203010133E-4
<338,nurse4-3,nursingItem4-0,read> 8.678469987278354E-4
<339,doctor1-0,HR7-1,addItem> 1.76244521159823E-4
<340,doctor7-1,HR7-4,addItem> 4.27536145360302E-4
<341,doctor1-0,HR7-8,addItem> 2.2902955722219512E-4
<342,doctor7-1,HR1-1,addItem> 4.8323468884662696E-4
<343,nurse3-2,nursingItem3-3,read> 0.001073065759162206
<344,doctor6-1,HRitem6-8-3,read> 3.240163617055863E-4
<345,doctor1-0,HR7-7,addItem> 2.270143881986099E-4
<346,doctor1-0,HR7-6,addItem> 1.7996098652380574E-4
<347,doctor1-0,HR7-5,addItem> 2.256709421828864E-4
<348,doctor9-1,HRitem1-9-0,read> 8.801211225191746E-4
<349,agent8-0,noteItem8-9agent8-0,read> 0.0018977229731947833
<350,nurse9-2,HR9-9,addItem> 1.6005122022191222E-4
<351,patient4-5,HR4-5,addNote> 0.0012949650549831792
<352,nurse0-3,nursingItem0-2,read> 9.241374450516904E-4
<353,nurse9-2,HR9-7,addItem> 1.5868309866712445E-4
<354,patient5-1,HR5-1,addNote> 0.001773807599158911
<355,nurse9-2,HR9-8,addItem> 1.5959517970364967E-4
<356,patient2-7,HR2-7,addNote> 0.001878696918359309
<357,patient7-8,noteItem7-8,read> 0.001799144908697432
<358,nurse0-1,nursingItem0-0,read> 0.0016678642252974183
<359,nurse9-2,HR9-5,addItem> 1.6734786851411385E-4
<360,nurse9-2,nursingItem9-0,read> 8.470014129087206E-4
<361,agent2-1,noteItem2-0,read> 9.532530595140725E-4
<362,nurse9-2,HR9-6,addItem> 1.5777101763059923E-4
<363,nurse9-2,HR9-3,addItem> 1.6506766592280087E-4
<364,doctor3-0,HR3-8,addItem> 0.001244857603039076
<365,patient0-6,noteItem0-6,read> 0.0020927539922839396
<366,nurse9-2,HR9-4,addItem> 1.6597974695932606E-4
<367,nurse9-2,HR9-1,addItem> 1.6324350384975042E-4
<368,doctor4-0,HRitem5-4-3,read> 2.0346218278795527E-4
<369,nurse9-2,HR9-2,addItem> 1.6415558488627567E-4
<370,doctor6-0,HRitem2-0-2,read> 4.0697837730481636E-4
<371,agent4-01,noteItem4-0,read> 0.002520000027131961
<372,patient6-4,noteItem6-4,read> 0.005417166519344077
<373,nurse5-0,nursingItem5-3,read> 0.0015490221191831915
<374,patient4-2,noteItem4-2,read> 0.005284568868692106
<375,nurse9-2,HR9-0,addItem> 1.6233142281322528E-4
<376,doctor7-1,HRitem6-5-3,read> 1.7105514544450606E-4
<377,doctor8-1,HRitem8-1-2,read> 5.698237399556486E-5
<378,agent6-01,HR6-6,addNote> 2.5213063045489775E-4
<379,doctor4-0,HRitem1-2-1,read> 3.2760337840568904E-4
<380,patient7-0,noteItem7-0agent7-0,read> 9.718948519217375E-4
<381,agent2-01,HR2-2,addNote> 0.001373369514606634
<382,agent9-01,noteItem9-5,read> 0.0010087801134963728
<383,doctor4-1,HR4-2,addItem> 2.55186532077159E-4
<384,nurse9-1,HR9-6,addItem> 1.5627555774784475E-4
<385,nurse9-1,HR9-7,addItem> 1.571789934664882E-4
<386,patient7-0,HR7-0,addNote> 0.001518424908931854
<387,nurse9-1,HR9-8,addItem> 1.5808242918513164E-4
<388,nurse9-1,HR9-9,addItem> 1.5853414704445332E-4
<389,nurse9-1,HR9-2,addItem> 1.625996077783489E-4
<390,patient0-8,HR0-8,addNote> 0.0013405691068094393
<391,patient7-9,noteItem7-9,read> 0.001874914994784273
<392,agent5-0,noteItem5-0,read> 0.0027440082679012342
<393,nurse5-3,HR5-8,addItem> 1.7339880786174054E-4
<394,nurse0-1,HR0-7,addItem> 1.3627514325021886E-4
<395,nurse9-1,HR9-3,addItem> 1.6350304349699234E-4
<396,nurse6-1,nursingItem6-0,read> 2.0921016425610499E-4
<397,nurse9-1,HR9-4,addItem> 1.6440647921563579E-4
<398,nurse9-1,HR9-5,addItem> 1.6576163279360094E-4
<399,nurse9-1,HR9-0,addItem> 1.60792736341062E-4
<400,doctor8-1,HR2-6,addItem> 3.915117020381263E-4
<401,nurse9-1,HR9-1,addItem> 1.6169617205970542E-4
<402,nurse7-0,nursingItem7-0,read> 3.4812686605368995E-4
<403,doctor9-0,HR1-2,addItem> 8.276798918236597E-5
<404,patient3-1,noteItem3-1,read> 0.0051519712180401345
<405,patient3-3,noteItem3-3,read> 0.00512355743575757
<406,doctor7-0,HRitem6-5-1,read> 1.8012911590067188E-4
<407,agent6-11,noteItem6-2,read> 0.00230673478360449
<408,patient0-9,HR0-9,addNote> 0.0013314482964441874
<409,nurse9-3,HR9-4,addItem> 1.6283321147194548E-4
<410,doctor0-1,HR0-5,addItem> 4.4897707505597417E-4
<411,doctor7-1,HRitem1-9-3,read> 8.814174040129127E-4
<412,patient5-8,noteItem5-8,read> 0.005331925172496381
<413,nurse1-0,nursingItem1-5,read> 0.0016639996333420485
<414,doctor7-0,HR6-9,addItem> 7.907365393969861E-5
<415,nurse9-3,HR9-5,addItem> 1.6417539707308803E-4
<416,doctor7-0,HR6-8,addItem> 7.083323841840999E-5
<417,nurse9-3,HR9-6,addItem> 1.5478009786509025E-4
<418,doctor7-0,HRitem7-6-3,read> 4.497556665981693E-4
<419,nurse9-3,HR9-7,addItem> 1.5567488826585195E-4
<420,nurse9-3,HR9-8,addItem> 1.5656967866661364E-4
<421,agent9-11,HR9-2,addNote> 5.974074419329222E-4
<422,nurse9-3,HR9-9,addItem> 1.5701707386699446E-4
<423,nurse9-3,HR9-0,addItem> 1.5925404986889873E-4
<424,nurse9-3,HR9-1,addItem> 1.601488402696604E-4
<425,nurse9-3,HR9-2,addItem> 1.6104363067042212E-4
<426,nurse2-2,nursingItem2-1,read> 6.233915226759567E-4
<427,nurse9-3,HR9-3,addItem> 1.619384210711838E-4
<428,patient3-7,noteItem3-7,read> 0.0052750976079312525
<429,patient2-2,HR2-2,addNote> 0.0019151801598203174
<430,doctor2-1,HRitem5-8-2,read> 2.942018873496131E-4
<431,doctor7-0,HR6-2,addItem> 7.824961238756975E-5
<432,doctor7-0,HR6-3,addItem> 7.577748773118316E-5
<433,nurse7-1,nursingItem7-2,read> 3.517748710913747E-4
<434,nurse9-0,nursingItem9-4,read> 8.253060641925697E-4
