<0,patient6-2,noteItem6-2,read> 0.0031101023035816962
<149,nurse2-2,nursingItem2-2,read> 3.6721775775893674E-4
<150,patient3-4,HR3-4,addNote> 0.001025130623988212
<151,nurse8-1,HR8-9,addItem> 7.707133133757868E-5
<152,nurse8-1,HR8-8,addItem> 7.648065212566683E-5
<153,patient0-1,noteItem0-1,read> 0.0011046836618228526
<154,agent4-1,noteItem4-7,read> 0.0015458824758736026
<155,nurse9-2,nursingItem9-4,read> 4.67749102493333E-4
<156,nurse3-2,nursingItem3-8,read> 3.8205725722357696E-4
<157,nurse7-0,HR7-3,addItem> 8.765649547315972E-5
<158,nurse2-0,HR2-8,addItem> 1.1043779421157753E-4
<159,nurse8-1,nursingItem8-8,read> 5.294346793726097E-4
<160,nurse0-1,nursingItem0-7,read> 9.502445471511265E-4
<161,agent3-01,HR3-6,addNote> 6.716992832169981E-4
<162,nurse5-0,nursingItem5-5,read> 5.260614237909947E-4
<163,patient6-4,noteItem6-4,read> 0.0031763971347142203
<164,patient9-8,HR9-8,addNote> 9.292638787640734E-4
<165,nurse2-1,HR2-0,addItem> 1.113193401912083E-4
<166,nurse8-1,HR8-7,addItem> 7.677599173162276E-5
<167,nurse2-1,HR2-1,addItem> 1.1158696156400093E-4
<168,patient9-2,noteItem9-2,read> 0.0019444181895014868
<169,nurse4-0,HR4-3,addItem> 7.763784317645478E-5
<170,nurse8-1,HR8-6,addItem> 7.884336897331415E-5
<171,nurse9-1,nursingItem9-2,read> 8.180363881366522E-4
<172,doctor2-0,HR5-7,addItem> 7.045429075806849E-4
<173,nurse2-1,HR2-2,addItem> 1.1212220430958624E-4
<174,nurse9-2,nursingItem9-8,read> 4.7515068386066994E-4
<175,patient8-0,HR8-0,addNote> 7.215525974451067E-4
<176,doctor7-0,HRitem6-3-0,read> 3.608842446217506E-4
<177,patient9-6,HR9-6,addNote> 9.159490530384987E-4
<178,patient4-4,noteItem4-4,read> 0.0030659057494933466
<179,nurse2-1,HR2-3,addItem> 1.1238982568237888E-4
<180,patient0-6,noteItem0-6,read> 0.0012151750470437257
<181,nurse2-1,HR2-4,addItem> 1.1292506842796418E-4
<182,nurse2-1,HR2-5,addItem> 1.0944599058165976E-4
<183,nurse4-0,nursingItem4-5,read> 5.245356795394017E-4
<184,patient6-1,noteItem6-1,read> 0.003143249719147958
<185,doctor7-0,HRitem9-3-2,read> 5.262410216884336E-4
<186,nurse3-1,nursingItem3-9,read> 3.850953825889254E-4
<187,patient6-3,noteItem6-3,read> 0.0031211514421037832
<188,patient7-2,HR7-2,addNote> 8.86656436442234E-4
<189,doctor3-0,HRitem4-5-1,read> 3.3672252377182427E-4
<190,patient9-5,HR9-5,addNote> 9.745342862310277E-4
<191,patient0-8,noteItem0-8,read> 0.0011986013392605943
<192,nurse2-1,HR2-6,addItem> 1.0917836920886712E-4
<193,doctor9-0,HR8-4,addItem> 1.325669046791304E-4
<194,nurse8-1,HR8-1,addItem> 8.150142542691739E-5
<195,doctor8-0,HR7-0,addItem> 1.2007388775091064E-4
<196,doctor4-0,HRitem4-7-2,read> 3.337023086655835E-4
<197,nurse2-1,HR2-7,addItem> 1.0998123332724506E-4
<198,patient0-0,noteItem0-0,read> 0.001126781938867027
<199,nurse8-1,HR8-0,addItem> 8.002472739713782E-5
<200,nurse2-1,HR2-8,addItem> 1.0971361195445243E-4
<201,nurse2-1,HR2-9,addItem> 1.1078409744562301E-4
<202,patient1-4,noteItem1-4,read> 9.776185688188488E-4
<203,patient2-9,noteItem2-9,read> 0.0010770608155176342
<204,doctor4-1,HR1-4,addItem> 2.199645945589084E-4
<205,doctor4-1,HR1-3,addItem> 2.1944819523684895E-4
<206,doctor1-1,HRitem1-9-1,read> 5.149152150400307E-4
<207,doctor2-1,HR1-0,addItem> 2.2431442724735046E-4
<208,doctor0-0,HRitem2-4-3,read> 3.0123499627349507E-4
<209,nurse3-1,nursingItem3-8,read> 3.843518954050999E-4
<210,nurse6-3,nursingItem6-0,read> 2.12417970256652E-4
<211,patient8-6,HR8-6,addNote> 7.109007368646468E-4
<212,patient1-2,noteItem1-2agent1-1,read> 0.0012585788181885614
<213,nurse8-3,nursingItem8-9,read> 4.244982194832497E-4
<214,agent2-01,noteItem2-1agent2-0,read> 0.0015122102864323782
<215,nurse9-1,nursingItem9-7,read> 8.218832054539953E-4
<216,doctor4-1,HR1-6,addItem> 2.0705461150742204E-4
<217,patient4-6,HR4-6,addNote> 7.614970746218312E-4
<218,nurse2-0,HR2-9,addItem> 1.1151534561358092E-4
<219,nurse8-2,nursingItem8-5,read> 7.948118277299077E-4
<220,patient1-8,noteItem1-8,read> 0.0010494379692124161
<221,patient5-8,noteItem5-8,read> 0.0031266760113648276
<222,nurse3-0,HR3-2,addItem> 9.842620606432521E-5
<223,doctor4-1,HR1-5,addItem> 2.2048099388096787E-4
<224,nurse6-3,nursingItem6-2,read> 2.150090916219173E-4
<225,nurse5-0,nursingItem5-9,read> 5.231264614684552E-4
<226,patient0-4,HR0-4,addNote> 7.69485970057176E-4
<227,patient2-6,noteItem2-6,read> 0.0011212573696059835
<228,nurse0-2,HR0-5,addItem> 7.462161645491977E-5
<229,doctor4-1,HR1-8,addItem> 2.0963660811771932E-4
<230,nurse5-2,nursingItem5-6,read> 9.246081669816452E-4
<231,nurse6-3,nursingItem6-1,read> 1.231299581695326E-4
<232,patient1-3,HR1-3,addNote> 0.00113164922979281
<233,agent3-01,noteItem3-6agent3-0,read> 6.19813440093339E-4
<234,patient2-8,HR2-8,addNote> 0.0010917047526160858
<235,patient2-7,HR2-7,addNote> 0.0010943677177612007
<236,nurse1-0,nursingItem1-0,read> 9.582462502810728E-4
<237,patient3-5,noteItem3-5,read> 0.0029830372105776925
<238,doctor4-1,HR1-7,addItem> 2.065382121853626E-4
<239,nurse6-3,nursingItem6-4,read> 1.7484671046030385E-4
<240,nurse6-3,nursingItem6-3,read> 2.1630465230455E-4
<241,nurse6-3,nursingItem6-6,read> 1.0372276092331177E-4
<242,nurse8-0,HR8-9,addItem> 7.664434335232892E-5
<243,doctor3-1,HR3-3,addItem> 3.500884550202313E-4
<244,doctor4-1,HRitem4-5-2,read> 3.359674699952641E-4
<245,patient7-9,HR7-9,addNote> 8.999712621678087E-4
<246,agent5-11,HR5-0,addNote> 6.507761626259489E-4
<247,nurse6-3,nursingItem6-5,read> 1.7096002841240579E-4
<248,nurse6-3,nursingItem6-8,read> 1.0670848357657651E-4
<249,nurse6-3,nursingItem6-7,read> 1.0222989959667936E-4
<250,agent1-01,noteItem1-4agent1-0,read> 0.0010774963574734736
<251,agent4-0,HR4-3,addNote> 5.160376745881257E-4
<252,doctor4-1,HR1-0,addItem> 2.2099739320302736E-4
<253,nurse6-3,nursingItem6-9,read> 1.052156222499441E-4
<254,agent5-01,noteItem5-3,read> 0.0016030277260068312
<255,doctor1-0,HRitem9-1-3,read> 5.488926349852395E-4
<256,agent9-1,noteItem9-0agent9-1,read> 0.0014777795646704805
<257,doctor4-1,HR1-2,addItem> 2.1893179591478951E-4
<258,patient0-2,HR0-2,addNote> 7.428563186060264E-4
<259,nurse4-2,nursingItem4-9,read> 9.223442554409561E-4
<260,doctor4-1,HR1-1,addItem> 2.2151379252508677E-4
<261,nurse8-0,HR8-2,addItem> 8.046248723320496E-5
<262,nurse8-0,HR8-1,addItem> 8.104989398410897E-5
<263,nurse9-0,nursingItem9-5,read> 4.894232830020692E-4
<264,nurse8-0,HR8-4,addItem> 7.723175010323294E-5
<265,nurse8-0,HR8-3,addItem> 7.781915685413695E-5
<266,patient7-2,noteItem7-2,read> 0.00117650306221642
<267,nurse9-0,nursingItem9-3,read> 4.7876640897649106E-4
<268,nurse3-3,HR3-1,addItem> 1.0257955335137631E-4
<269,doctor2-0,HR0-4,addItem> 3.2991710966201416E-4
<270,nurse0-3,nursingItem0-9,read> 5.422305989943976E-4
<271,doctor0-0,HRitem2-7-1,read> 5.050995159447481E-4
<272,nurse8-0,HR8-6,addItem> 7.840656360504093E-5
<273,doctor2-0,HRitem0-2-1,read> 1.4116359564273338E-4
<274,patient8-0,noteItem8-0,read> 0.0014195841097023403
<275,nurse3-3,HR3-0,addItem> 1.0312092977368155E-4
<276,nurse2-0,HR2-1,addItem> 1.1232350916508344E-4
<277,nurse2-0,HR2-0,addItem> 1.1205412131458261E-4
<278,agent9-01,noteItem9-9agent9-0,read> 7.597046018955111E-4
<279,nurse8-0,HR8-5,addItem> 7.899397035594496E-5
<280,doctor3-1,HR3-6,addItem> 3.566241657040183E-4
<281,doctor4-1,HR4-9,addItem> 1.0009646255029577E-4
<282,agent9-0,HR9-9,addNote> 8.570398653807714E-4
<283,nurse3-3,HR3-3,addItem> 1.0149680050676586E-4
<284,doctor5-1,HR3-5,addItem> 1.7129893152222113E-4
<285,nurse9-2,nursingItem9-9,read> 4.7959163268107216E-4
<286,nurse8-0,HR8-8,addItem> 7.605693660142491E-5
<287,patient9-4,noteItem9-4,read> 0.0019554673280235742
<288,nurse3-3,HR3-2,addItem> 1.0203817692907109E-4
<289,patient7-3,noteItem7-3,read> 9.886677073409358E-4
<290,agent6-11,noteItem6-1,read> 0.0013673530050405803
<291,nurse8-0,HR8-7,addItem> 7.635063997687693E-5
<292,nurse3-3,HR3-5,addItem> 1.0447437082944463E-4
<293,nurse2-1,nursingItem2-1,read> 3.6742622131375483E-4
<294,patient6-0,noteItem6-0,read> 0.0031322005806258706
<295,nurse2-0,HR2-3,addItem> 1.1313167271658601E-4
<296,nurse3-3,HR3-4,addItem> 1.0420368261829202E-4
<297,nurse2-0,HR2-4,addItem> 1.136704484175877E-4
<298,nurse3-3,HR3-7,addItem> 1.0393299440713939E-4
<299,nurse3-3,HR3-6,addItem> 1.0339161798483416E-4
<300,nurse2-0,HR2-2,addItem> 1.1286228486608515E-4
<301,nurse5-3,HR5-3,addItem> 9.991003321054896E-5
<302,patient5-3,noteItem5-3,read> 0.003159823426931089
<303,nurse2-0,HR2-7,addItem> 1.1070718206207835E-4
<304,nurse3-3,HR3-9,addItem> 1.0555712367405508E-4
<305,nurse3-3,HR3-8,addItem> 1.0528643546290248E-4
<306,patient1-4,noteItem1-4agent1-0,read> 0.0016367122005598238
<307,patient3-6,HR3-6,addNote> 0.001017141728552867
<308,agent5-0,noteItem5-3,read> 0.0015842054826486298
<309,doctor7-1,HRitem9-3-3,read> 5.337915594540355E-4
<310,nurse2-0,HR2-5,addItem> 1.1016840636107666E-4
<311,doctor7-0,HRitem9-8-3,read> 3.865560730247973E-4
<312,nurse8-0,HR8-0,addItem> 7.958137710684896E-5
<313,nurse2-0,HR2-6,addItem> 1.0989901851057582E-4
<314,nurse5-1,nursingItem5-1,read> 5.210106288757549E-4
<315,doctor5-0,HRitem6-7-1,read> 1.230423050052887E-4
<316,patient3-7,HR3-7,addNote> 0.0010224676588430968
<317,patient4-3,noteItem4-3,read> 0.003082479457276478
<318,patient1-9,noteItem1-9,read> 0.0011544047851722453
<319,patient2-1,noteItem2-1agent2-0,read> 0.0024477087969613474
<320,nurse5-0,nursingItem5-3,read> 5.165227962427416E-4
<321,patient5-5,noteItem5-5,read> 0.0031377251498869146
<322,nurse8-3,HR8-2,addItem> 6.47734228701845E-5
<323,nurse8-3,HR8-3,addItem> 6.264550509984842E-5
<324,nurse1-1,HR1-7,addItem> 1.0669082768984388E-4
<325,nurse8-3,HR8-0,addItem> 6.406411694673913E-5
<326,nurse8-3,HR8-1,addItem> 6.524629348581474E-5
<327,nurse3-1,nursingItem3-1,read> 3.665082029932891E-4
<328,agent4-01,noteItem4-3agent4-0,read> 0.0017846183837879654
<329,nurse1-0,nursingItem1-9,read> 5.507605658791522E-4
<330,nurse8-3,HR8-8,addItem> 6.122689325295766E-5
<331,patient8-8,noteItem8-8,read> 0.001469305233051733
<332,nurse8-3,HR8-9,addItem> 6.169976386858791E-5
<333,nurse8-3,HR8-6,addItem> 6.311837571547864E-5
<334,patient3-8,HR3-8,addNote> 0.0010357824845686717
<335,doctor0-0,HR2-1,addItem> 4.040235867537076E-4
<336,nurse8-3,HR8-7,addItem> 6.14633285607728E-5
<337,nurse8-3,HR8-4,addItem> 6.217263448421816E-5
<338,patient4-7,noteItem4-7agent4-1,read> 0.0023083964981929876
<339,nurse8-3,HR8-5,addItem> 6.35912463311089E-5
<340,agent7-0,noteItem7-8agent7-1,read> 1.2356267201390703E-4
<341,patient5-1,noteItem5-1,read> 0.0031819217039752634
<342,agent4-0,noteItem4-3,read> 0.0016095117146740381
<343,doctor3-1,HRitem4-7-0,read> 3.3219220111246314E-4
<344,nurse8-2,HR8-0,addItem> 6.495081752731685E-5
<345,patient0-5,noteItem0-5,read> 0.0012317487548268566
<346,nurse8-2,HR8-1,addItem> 6.614935637143156E-5
<347,nurse8-2,HR8-2,addItem> 6.566994083378567E-5
<348,nurse6-1,nursingItem6-4,read> 9.960833195889802E-5
<349,nurse8-2,HR8-7,addItem> 6.231403207026447E-5
<350,nurse0-3,HR0-7,addItem> 7.855843817953259E-5
<351,nurse1-2,nursingItem1-2,read> 5.44743755414792E-4
<352,doctor1-0,HR1-5,addItem> 1.3030302640244817E-4
<353,doctor7-1,HR9-8,addItem> 1.5823319930712858E-4
<354,nurse8-2,HR8-8,addItem> 6.207432430144151E-5
<355,nurse8-2,HR8-9,addItem> 6.25537398390874E-5
<356,nurse8-2,HR8-3,addItem> 6.351257091437919E-5
<357,nurse4-3,nursingItem4-3,read> 5.138168369901927E-4
<358,nurse9-0,nursingItem9-9,read> 4.932293094397756E-4
<359,nurse3-2,nursingItem3-9,read> 3.827963056779468E-4
<360,nurse8-2,HR8-4,addItem> 6.30331553767333E-5
<361,nurse8-2,HR8-5,addItem> 6.447140198967096E-5
<362,nurse0-3,nursingItem0-0,read> 9.638348904627636E-4
<363,nurse8-2,HR8-6,addItem> 6.399198645202505E-5
<364,nurse9-2,HR9-9,addItem> 9.319268439091884E-5
<365,nurse9-2,HR9-7,addItem> 9.239379484738437E-5
<366,nurse9-2,HR9-8,addItem> 9.292638787640734E-5
<367,nurse8-0,nursingItem8-2,read> 8.943221471507132E-4
<368,doctor8-1,HR7-0,addItem> 1.2050972763385404E-4
<369,nurse9-2,HR9-5,addItem> 9.745342862310278E-5
<370,nurse9-1,HR9-2,addItem> 9.468329280330882E-5
<371,nurse1-3,nursingItem1-9,read> 5.249724457376536E-4
<372,nurse3-3,nursingItem3-7,read> 6.702155220132018E-4
<373,nurse9-2,HR9-6,addItem> 9.159490530384987E-5
<374,nurse9-2,HR9-3,addItem> 9.612194605054529E-5
<375,nurse9-2,HR9-4,addItem> 9.665453907956828E-5
<376,nurse9-2,HR9-1,addItem> 9.505675999249932E-5
<377,nurse9-2,nursingItem9-3,read> 4.6552862808313183E-4
<378,doctor8-1,HR7-5,addItem> 1.2160209832372403E-4
<379,nurse9-2,HR9-2,addItem> 9.55893530215223E-5
<380,patient5-3,HR5-3,addNote> 9.905120771017174E-4
<381,agent2-11,noteItem2-4,read> 6.282436383254997E-4
<382,nurse5-3,nursingItem5-4,read> 9.134185393270748E-4
<383,nurse9-2,HR9-0,addItem> 9.452416696347631E-5
<384,doctor8-1,HR7-2,addItem> 1.2123797476043402E-4
<385,doctor8-1,HR7-4,addItem> 1.2196622188701403E-4
<386,nurse5-0,HR5-3,addItem> 9.819238220979453E-5
<387,agent9-11,noteItem9-0agent9-1,read> 5.053708860439267E-4
<388,patient4-4,HR4-4,addNote> 7.721489352022909E-4
<389,agent6-01,HR6-7,addNote> 1.3740738336674978E-4
<390,nurse5-1,HR5-5,addItem> 9.82338788005674E-5
<391,nurse7-2,nursingItem7-0,read> 2.0052048861171604E-4
<392,nurse9-1,HR9-6,addItem> 9.072670714931102E-5
<393,nurse9-1,HR9-7,addItem> 9.151802428011058E-5
<394,doctor6-1,HR7-4,addItem> 1.20201791913965E-4
<395,nurse9-1,HR9-8,addItem> 9.204556903397694E-5
<396,doctor6-1,HR7-5,addItem> 1.1984293596099386E-4
<397,nurse9-1,HR9-9,addItem> 9.230934141091014E-5
<398,nurse5-1,nursingItem5-6,read> 5.28390818389429E-4
<399,nurse9-1,HR9-3,addItem> 9.521083755717519E-5
<400,doctor6-1,HR7-0,addItem> 1.1876636810208039E-4
<401,nurse9-1,HR9-4,addItem> 9.573838231104157E-5
<402,nurse6-0,nursingItem6-9,read> 1.0344729246423077E-4
<403,patient1-0,noteItem1-0,read> 0.001286994447437293
<404,doctor4-0,HRitem1-7-3,read> 5.126500537103501E-4
<405,nurse9-1,HR9-5,addItem> 9.652969944184114E-5
<406,doctor6-1,HR7-2,addItem> 1.1948408000802268E-4
<407,nurse0-2,nursingItem0-0,read> 5.489829502541641E-4
<408,nurse3-2,nursingItem3-6,read> 3.606248520468534E-4
<409,nurse9-1,HR9-0,addItem> 9.362820329557606E-5
<410,doctor8-0,HR7-4,addItem> 1.2152511439375178E-4
<411,nurse4-0,nursingItem4-9,read> 5.380245427789409E-4
<412,nurse9-1,HR9-1,addItem> 9.415574804944245E-5
<413,nurse2-2,nursingItem2-8,read> 3.7165134182175945E-4
<414,doctor8-0,HR7-5,addItem> 1.211623077330415E-4
<415,doctor8-0,HR7-2,addItem> 1.207995010723312E-4
<416,doctor4-1,HRitem1-2-2,read> 4.6206145068081693E-4
<417,patient4-3,noteItem4-3agent4-0,read> 0.003303484346538416
<418,nurse4-0,nursingItem4-8,read> 9.335755275411233E-4
<419,patient0-9,HR0-9,addNote> 7.774748654925209E-4
<420,nurse9-3,HR9-4,addItem> 9.482222554251486E-5
<421,agent2-1,HR2-4,addNote> 6.688395050072317E-4
<422,nurse2-1,nursingItem2-4,read> 6.45138423112837E-4
<423,nurse9-3,HR9-5,addItem> 9.560597026057951E-5
<424,nurse1-3,nursingItem1-1,read> 9.513018904920493E-4
<425,doctor8-1,HR8-1,addItem> 3.752865165031277E-4
<426,nurse9-1,nursingItem9-4,read> 4.6331546171140566E-4
<427,nurse9-1,nursingItem9-8,read> 4.7064688590938396E-4
<428,patient1-2,HR1-2,addNote> 0.0011289862646476953
<429,nurse9-3,HR9-6,addItem> 8.985850899477216E-5
<430,nurse9-3,HR9-7,addItem> 9.064225371283681E-5
<431,patient5-9,HR5-9,addNote> 9.958380073919473E-4
