<0,patient7-6,noteItem7-6,read> 0.0015754209047400213
<60,nurse2-2,HR2-8,addItem> 1.6918028224064763E-4
<61,nurse8-1,nursingItem8-1,read> 0.0013979362767178338
<62,patient9-6,noteItem9-6,read> 0.0030741225581733377
<63,nurse2-2,HR2-5,addItem> 1.6876860964876124E-4
<64,nurse1-1,nursingItem1-3,read> 8.639535800987634E-4
<65,nurse3-1,nursingItem3-8,read> 5.937222191160382E-4
<66,nurse5-1,nursingItem5-0,read> 8.118150822628219E-4
<67,agent4-11,noteItem4-4,read> 0.002331518144850242
<68,nurse9-2,nursingItem9-7,read> 0.0012814954021807446
<69,nurse2-2,HR2-6,addItem> 1.6835693705687484E-4
<70,nurse2-2,HR2-3,addItem> 1.732970081595116E-4
<71,nurse2-2,HR2-4,addItem> 1.741203533432844E-4
<72,patient1-3,noteItem1-3,read> 0.001558292885843641
<73,doctor4-0,HR1-2,addItem> 1.9531323319255703E-4
<74,nurse6-2,nursingItem6-3,read> 3.368766470668863E-4
<75,patient6-2,noteItem6-2,read> 0.004795488457259604
<76,nurse6-2,nursingItem6-2,read> 1.9254826641873873E-4
<77,nurse8-0,nursingItem8-9,read> 8.180531764522867E-4
<78,doctor4-0,HR1-8,addItem> 1.8704033224744627E-4
<79,nurse6-2,nursingItem6-1,read> 1.913949950451301E-4
<80,nurse0-0,nursingItem0-5,read> 0.001464425389766587
<81,nurse0-2,nursingItem0-3,read> 0.0014496108606032673
<82,doctor4-0,HR1-7,addItem> 1.8428269859907596E-4
<83,doctor4-0,HR5-5,addItem> 3.8576540202038735E-4
<84,patient4-9,HR4-9,addNote> 0.0011461790696746393
<85,nurse2-0,nursingItem2-1,read> 9.896822114284717E-4
<86,doctor2-1,HR2-9,addItem> 3.5140800764996854E-4
<87,doctor3-0,HR3-3,addItem> 4.5909283236179687E-4
<88,doctor3-0,HRitem3-4-1,read> 6.516447628861293E-4
<89,nurse6-2,nursingItem6-0,read> 3.3085950030707086E-4
<90,patient9-7,HR9-7,addNote> 0.0014348285730554507
<91,patient3-0,noteItem3-0,read> 0.004667028315536748
<92,agent8-0,noteItem8-9,read> 0.0011821917042238654
<93,doctor6-0,HR2-9,addItem> 3.5530532381614196E-4
<94,patient6-1,noteItem6-1,read> 0.004846872513948747
<95,doctor3-1,HR3-0,addItem> 4.680590299156984E-4
<96,nurse1-3,HR1-2,addItem> 1.719166136422334E-4
<97,nurse8-1,nursingItem8-4,read> 8.315387091529999E-4
<98,nurse5-2,nursingItem5-7,read> 8.245946820613596E-4
<99,doctor9-1,HR2-9,addItem> 1.318591969555335E-4
<100,nurse9-0,nursingItem9-2,read> 0.0012963178560550508
<101,nurse8-0,nursingItem8-3,read> 8.307369908038952E-4
<102,doctor4-0,HR1-6,addItem> 1.8474230420713773E-4
<103,nurse6-2,nursingItem6-7,read> 1.5910339658408882E-4
<104,nurse5-3,nursingItem5-4,read> 8.165874549741681E-4
<105,patient5-9,HR5-9,addNote> 0.0015461648100737638
<106,doctor9-1,HRitem2-0-1,read> 1.010465712866237E-4
<107,nurse6-2,nursingItem6-6,read> 1.6140993933130604E-4
<108,patient2-5,noteItem2-5,read> 0.0017809571314965906
<109,nurse0-0,nursingItem0-8,read> 0.0014764624498799718
<110,doctor0-0,HR0-5,addItem> 4.1078822708551504E-4
<111,nurse6-2,nursingItem6-5,read> 2.666766015357068E-4
<112,agent7-1,noteItem7-8agent7-1,read> 4.401718462510326E-4
<113,patient9-9,HR9-9,addNote> 0.0014471992660574854
<114,nurse6-2,nursingItem6-4,read> 1.5679685383687158E-4
<115,patient9-1,noteItem9-1,read> 0.003031302510932386
<116,nurse4-3,nursingItem4-4,read> 0.0013856482552301308
<117,nurse6-2,nursingItem6-9,read> 2.8472804181515295E-4
<118,nurse6-2,nursingItem6-8,read> 1.660230248257405E-4
<119,doctor0-0,HR6-1,addItem> 1.2397144709126002E-4
<120,nurse8-1,HR8-5,addItem> 1.2300251417245503E-4
<121,nurse7-3,HR7-8,addItem> 1.4571611776062373E-4
<122,patient3-2,noteItem3-2,read> 0.004649900296640368
<123,nurse8-1,HR8-4,addItem> 1.2025853864327865E-4
<124,doctor9-0,HR9-5,addItem> 2.8952106452018633E-4
<125,patient9-3,noteItem9-3,read> 0.0030569945392769572
<126,patient6-0,noteItem6-0,read> 0.004829744495052365
<127,doctor1-1,HRitem1-1-3,read> 6.188256606857638E-4
<128,nurse8-1,HR8-3,addItem> 1.2117319715300414E-4
<129,patient3-4,noteItem3-4,read> 0.004615644258847606
<130,nurse8-1,HR8-2,addItem> 1.2528916044676872E-4
<131,nurse3-2,nursingItem3-0,read> 5.603218465564239E-4
<132,nurse8-1,HR8-9,addItem> 1.193438801335532E-4
<133,patient8-9,noteItem8-9,read> 0.002294797698388013
<134,nurse9-2,nursingItem9-3,read> 7.221663517096288E-4
<135,doctor1-1,HRitem1-5-1,read> 6.926686406365867E-4
<136,agent3-01,HR3-7,addNote> 0.0010482863074091462
<137,patient4-7,noteItem4-7,read> 0.0046242082682957965
<138,patient2-4,noteItem2-4,read> 0.0017980851503929718
<139,agent1-11,noteItem1-4agent1-1,read> 0.0014747601058182325
<140,patient1-4,HR1-4,addNote> 0.0017605901554423667
<141,nurse2-3,nursingItem2-5,read> 9.826419752888588E-4
<142,nurse8-1,HR8-8,addItem> 1.1842922162382774E-4
<143,nurse2-2,nursingItem2-7,read> 9.941948471223745E-4
<144,agent2-11,HR2-0,addNote> 0.0012117446378529942
<145,patient2-0,HR2-0,addNote> 0.0017193545121022508
<146,agent4-1,noteItem4-4agent4-1,read> 0.0031642341302205402
<147,patient0-6,noteItem0-6agent0-0,read> 0.005474890001769513
<148,nurse5-2,HR5-4,addItem> 1.5382270480459247E-4
<149,patient0-1,noteItem0-1,read> 0.0017295730748074487
<150,nurse2-1,HR2-0,addItem> 1.7279085146500235E-4
<151,nurse8-1,HR8-7,addItem> 1.188865508786905E-4
<152,nurse2-1,HR2-1,addItem> 1.7320525942294778E-4
<153,nurse2-0,HR2-9,addItem> 1.7309709849002968E-4
<154,patient2-6,HR2-6,addNote> 0.0016863659974301578
<155,nurse8-1,HR8-6,addItem> 1.2208785566272955E-4
<156,nurse2-1,HR2-2,addItem> 1.7403407533883868E-4
<157,patient1-8,noteItem1-8,read> 0.0016353689708773543
<158,nurse2-1,HR2-3,addItem> 1.744484832967841E-4
<159,patient3-2,HR3-2,addNote> 0.0015585355030757987
<160,nurse2-1,HR2-4,addItem> 1.7527729921267503E-4
<161,nurse2-1,HR2-5,addItem> 1.6988999575938426E-4
<162,agent8-11,noteItem8-3agent8-1,read> 0.0019514208612605051
<163,nurse2-1,HR2-6,addItem> 1.6947558780143877E-4
<164,patient8-3,noteItem8-3,read> 0.002329053736180775
<165,nurse8-1,HR8-1,addItem> 1.2620381895649414E-4
<166,nurse2-1,HR2-7,addItem> 1.707188116752751E-4
<167,nurse8-1,HR8-0,addItem> 1.239171726821805E-4
<168,doctor5-1,HR5-6,addItem> 2.9990027379667725E-4
<169,nurse5-0,nursingItem5-8,read> 8.139492164323472E-4
<170,nurse2-1,HR2-8,addItem> 1.7030440371732972E-4
<171,nurse2-1,HR2-9,addItem> 1.7196203554911146E-4
<172,nurse9-3,nursingItem9-6,read> 7.253993144798272E-4
<173,patient1-4,noteItem1-4,read> 0.0015240368480508794
<174,nurse5-2,nursingItem5-5,read> 0.0014380683572448707
<175,nurse6-3,nursingItem6-1,read> 1.924732767073562E-4
<176,nurse3-3,nursingItem3-1,read> 5.727557129111999E-4
<177,nurse6-3,nursingItem6-0,read> 1.9131350803023426E-4
<178,patient4-4,noteItem4-4agent4-1,read> 0.004634329391133381
<179,patient2-8,HR2-8,addNote> 0.0016946131260981814
<180,nurse6-3,nursingItem6-2,read> 3.3595571044602046E-4
<181,nurse6-3,nursingItem6-4,read> 1.5768021639369902E-4
<182,nurse6-3,nursingItem6-3,read> 1.9479281406160003E-4
<183,agent9-1,noteItem9-2,read> 0.002195078714015017
<184,patient8-9,HR8-9,addNote> 0.0010760784759964422
<185,nurse6-3,nursingItem6-6,read> 2.8162596241282324E-4
<186,doctor3-0,HRitem3-0-3,read> 6.41045097954934E-4
<187,patient0-0,noteItem0-0,read> 0.0017638291126002104
<188,nurse5-3,nursingItem5-9,read> 8.270274011283215E-4
<189,nurse5-3,nursingItem5-0,read> 0.0014247224153353351
<190,patient5-3,noteItem5-3,read> 0.004872564542293317
<191,nurse0-1,nursingItem0-8,read> 8.54559471530961E-4
<192,doctor2-1,HR1-6,addItem> 1.868141805160028E-4
<193,nurse8-0,nursingItem8-7,read> 0.001378448303566948
<194,patient1-0,noteItem1-0agent1-0,read> 0.002320859820575221
<195,nurse0-2,nursingItem0-4,read> 8.336225659295027E-4
<196,patient5-0,noteItem5-0,read> 0.0049496406273270305
<197,nurse8-0,HR8-9,addItem> 1.1868269520206536E-4
<198,nurse6-3,nursingItem6-5,read> 1.5420091036233332E-4
<199,patient5-5,HR5-5,addNote> 0.0015296705527377175
<200,patient5-2,noteItem5-2,read> 0.00492394859898246
<201,patient5-4,noteItem5-4,read> 0.004889692561189697
<202,nurse6-3,nursingItem6-8,read> 1.6695836581067427E-4
<203,nurse6-3,nursingItem6-7,read> 2.776015366325865E-4
<204,nurse6-3,nursingItem6-9,read> 1.6463882845643048E-4
<205,patient4-9,noteItem4-9,read> 0.0045899522305030355
<206,nurse8-0,HR8-2,addItem> 1.2459503767421043E-4
<207,patient3-6,noteItem3-6,read> 0.004581388221054845
<208,patient0-7,noteItem0-7,read> 0.0019008532637712562
<209,nurse8-0,HR8-1,addItem> 1.2550462882377118E-4
<210,nurse8-0,HR8-4,addItem> 1.1959228635162612E-4
<211,nurse8-0,HR8-3,addItem> 1.2050187750118692E-4
<212,nurse3-3,HR3-1,addItem> 1.5926216256706316E-4
<213,nurse0-0,nursingItem0-3,read> 8.398691678428737E-4
<214,nurse7-2,HR7-5,addItem> 1.363356185157672E-4
<215,nurse8-0,HR8-6,addItem> 1.2141146865074768E-4
<216,nurse3-3,HR3-0,addItem> 1.6010047639568683E-4
<217,patient1-1,HR1-1,addNote> 0.0017729608484444014
<218,nurse2-0,HR2-0,addItem> 1.7393138513803865E-4
<219,nurse5-3,nursingItem5-3,read> 8.1542746095704E-4
<220,nurse8-0,HR8-5,addItem> 1.2232105980030847E-4
<221,nurse3-3,HR3-3,addItem> 1.5758553490981587E-4
<222,doctor2-1,HRitem5-7-0,read> 1.3826023560898094E-4
<223,doctor7-0,HRitem7-2-0,read> 6.961849730151971E-4
<224,nurse8-0,HR8-8,addItem> 1.1777310405250458E-4
<225,nurse3-3,HR3-2,addItem> 1.584238487384395E-4
<226,agent8-11,noteItem8-3,read> 0.0011268622455496166
<227,doctor1-1,HR5-3,addItem> 2.693453647793219E-4
<228,nurse8-0,HR8-7,addItem> 1.1822789962728498E-4
<229,nurse3-3,HR3-5,addItem> 1.6219626096724594E-4
<230,patient7-1,noteItem7-1,read> 0.0018580332165303041
<231,nurse1-3,HR1-9,addItem> 1.634210774842095E-4
<232,nurse2-0,HR2-3,addItem> 1.7559995843405662E-4
<233,nurse1-2,HR1-3,addItem> 1.7353043430227123E-4
<234,nurse3-3,HR3-4,addItem> 1.617771040529341E-4
<235,doctor1-0,HRitem7-4-3,read> 2.0389844000971222E-4
<236,nurse2-0,HR2-4,addItem> 1.764342450820656E-4
<237,nurse3-2,HR3-7,addItem> 1.5850205426891213E-4
<238,doctor8-0,HRitem4-1-1,read> 3.68767293637602E-4
<239,patient6-3,noteItem6-3,read> 0.004812616476155984
<240,nurse3-3,HR3-7,addItem> 1.6135794713862227E-4
<241,nurse2-0,HR2-1,addItem> 1.7434852846204315E-4
<242,nurse3-3,HR3-6,addItem> 1.6051963330999865E-4
<243,patient7-4,HR7-4,addNote> 0.0013894693653813232
<244,nurse2-0,HR2-2,addItem> 1.7518281511005212E-4
<245,patient9-6,HR9-6,addNote> 0.0014265814443874276
<246,doctor5-1,HRitem5-4-2,read> 1.816283349451784E-4
<247,nurse2-0,HR2-7,addItem> 1.718456685180162E-4
<248,nurse3-3,HR3-9,addItem> 1.6387288862449324E-4
<249,nurse2-0,HR2-8,addItem> 1.7142852519401173E-4
<250,nurse1-0,nursingItem1-6,read> 0.0015005330082563232
<251,agent5-11,noteItem5-7agent5-1,read> 0.0010571774352847172
<252,nurse3-3,HR3-8,addItem> 1.634537317101814E-4
<253,patient8-2,HR8-2,addNote> 0.001129684812338593
<254,agent9-0,noteItem9-5agent9-0,read> 0.0013434485980067688
<255,nurse2-0,HR2-5,addItem> 1.7101138187000726E-4
<256,patient4-1,noteItem4-1,read> 0.004675592324984939
<257,nurse8-0,HR8-0,addItem> 1.2323065094986923E-4
<258,nurse2-0,HR2-6,addItem> 1.7059423854600273E-4
<259,agent4-11,HR4-4,addNote> 7.601926518021378E-4
<260,nurse1-0,nursingItem1-4,read> 0.0015208941730655908
<261,doctor8-1,HR2-5,addItem> 3.548744627759816E-4
<262,patient9-0,noteItem9-0,read> 0.0030141744920360054
<263,doctor2-1,HR5-3,addItem> 4.539434340984833E-4
<264,agent4-1,noteItem4-4,read> 0.0024357200731117052
<265,patient2-0,noteItem2-0agent2-1,read> 4.932188598342745E-4
<266,doctor6-0,HRitem2-5-3,read> 8.005028335806451E-4
<267,agent4-01,noteItem4-0agent4-0,read> 0.0024035883839406027
<268,patient1-9,noteItem1-9,read> 0.001806649159841162
<269,agent0-01,noteItem0-6,read> 9.726178281202452E-4
<270,patient3-5,noteItem3-5,read> 0.004598516239951225
<271,nurse8-3,HR8-2,addItem> 1.0030074063467079E-4
<272,nurse8-3,HR8-3,addItem> 9.700568968758503E-5
<273,patient5-6,noteItem5-6,read> 0.004855436523396936
<274,nurse8-0,nursingItem8-0,read> 0.0013975357344003644
<275,nurse8-3,HR8-0,addItem> 9.920239031897551E-5
<276,patient7-4,noteItem7-4,read> 0.0015154728386026892
<277,agent8-01,noteItem8-9agent8-0,read> 0.0013772078795647876
<278,patient1-0,HR1-0,addNote> 0.0017688372841103898
<279,nurse0-3,nursingItem0-1,read> 8.573943393695047E-4
<280,nurse8-3,HR8-1,addItem> 1.0103297417846762E-4
<281,doctor2-1,HR2-4,addItem> 3.5818281811977415E-4
<282,nurse8-3,HR8-8,addItem> 9.48089890561945E-5
<283,nurse8-3,HR8-9,addItem> 9.554122259999135E-5
<284,nurse8-3,HR8-6,addItem> 9.773792323138184E-5
<285,nurse8-3,HR8-7,addItem> 9.517510582809293E-5
<286,doctor0-1,HR4-9,addItem> 3.0448608393721555E-4
<287,nurse8-3,HR8-4,addItem> 9.627345614378818E-5
<288,patient5-5,noteItem5-5,read> 0.004838308504500555
<289,agent0-0,noteItem0-6agent0-0,read> 0.0036119710414097505
<290,patient9-3,HR9-3,addNote> 0.001492558473731613
<291,patient9-2,noteItem9-2agent9-1,read> 0.005120158000950595
<292,patient3-1,HR3-1,addNote> 0.0015667826317438218
<293,nurse8-1,nursingItem8-8,read> 0.0013702736827978766
<294,patient6-2,noteItem6-2agent6-1,read> 0.0033233633011504242
<295,nurse8-3,HR8-5,addItem> 9.847015677517869E-5
<296,nurse1-2,nursingItem1-0,read> 8.304907560114617E-4
<297,doctor6-1,HRitem9-0-3,read> 7.301761860084332E-4
<298,patient6-0,HR6-0,addNote> 3.255897672063321E-4
<299,nurse7-1,nursingItem7-8,read> 2.92227783606245E-4
<300,doctor6-1,HR9-8,addItem> 7.340445069433405E-4
<301,doctor5-1,HRitem6-7-0,read> 1.9100522128814005E-4
<302,patient9-4,noteItem9-4,read> 0.0030398665203805763
<303,nurse8-2,HR8-0,addItem> 1.0057543378359804E-4
<304,agent1-0,HR1-0,addNote> 9.478619493546575E-4
<305,nurse8-2,HR8-1,addItem> 1.0243135444391353E-4
<306,nurse2-0,nursingItem2-5,read> 5.758211129668706E-4
<307,nurse8-2,HR8-2,addItem> 1.0168898617978736E-4
<308,agent0-1,HR0-8,addNote> 7.809657120351036E-4
<309,nurse8-2,HR8-7,addItem> 9.64924083309039E-5
<310,nurse8-2,HR8-8,addItem> 9.612122419884079E-5
<311,nurse2-1,nursingItem2-6,read> 5.755124695000607E-4
<312,patient3-8,HR3-8,addNote> 0.0016080182750839377
<313,patient9-8,HR9-8,addNote> 0.001443075701723474
<314,nurse8-2,HR8-9,addItem> 9.686359246296702E-5
<315,doctor6-1,HR5-1,addItem> 4.1204433141488E-4
<316,nurse8-2,HR8-3,addItem> 9.834832899121943E-5
<317,nurse8-2,HR8-4,addItem> 9.76059607270932E-5
<318,nurse7-0,nursingItem7-3,read> 1.7442736085658057E-4
<319,nurse8-2,HR8-5,addItem> 9.983306551947182E-5
<320,nurse5-0,nursingItem5-7,read> 0.0014245513616425536
<321,nurse8-2,HR8-6,addItem> 9.90906972553456E-5
<322,doctor2-1,HRitem2-9-2,read> 2.914514271339264E-4
<323,doctor9-1,HRitem1-0-3,read> 7.278319644226926E-4
<324,doctor1-0,HR7-0,addItem> 2.0223180449163895E-4
<325,patient4-8,noteItem4-8,read> 0.0046070802493994156
<326,doctor4-0,HR4-5,addItem> 2.260359333256064E-4
<327,doctor5-1,HR8-5,addItem> 3.282051063199683E-4
<328,patient6-7,noteItem6-7,read> 0.004881128551741508
<329,doctor7-1,HR7-0,addItem> 3.8199340848420687E-4
<330,patient1-7,noteItem1-7,read> 0.0016696250086701157
<331,doctor1-0,HR7-9,addItem> 1.632026044738809E-4
<332,doctor1-0,HR7-4,addItem> 2.04661319349754E-4
<333,patient4-1,HR4-1,addNote> 0.001208032534684813
<334,doctor1-0,HR7-3,addItem> 2.0283918320616775E-4
<335,patient4-8,HR4-8,addNote> 0.0011626733270106856
<336,patient4-0,noteItem4-0agent4-0,read> 0.004449251825488729
<337,doctor1-0,HR7-2,addItem> 1.608022720144048E-4
<338,nurse4-3,nursingItem4-0,read> 7.847160039565673E-4
<339,doctor1-0,HR7-1,addItem> 1.5936207253871911E-4
<340,doctor7-1,HR7-4,addItem> 3.865824921050909E-4
<341,doctor1-0,HR7-8,addItem> 2.0709083420786907E-4
<342,doctor7-1,HR1-1,addItem> 4.3694567655449304E-4
<343,nurse3-2,nursingItem3-3,read> 9.702768757012912E-4
<344,doctor6-1,HRitem6-8-3,read> 2.929788602678476E-4
<345,doctor1-0,HR7-7,addItem> 2.052686980642828E-4
<346,doctor1-0,HR7-6,addItem> 1.6272253798198572E-4
<347,doctor1-0,HR7-5,addItem> 2.0405394063522528E-4
<348,doctor9-1,HRitem1-9-0,read> 7.958143904091642E-4
<349,agent8-0,noteItem8-9agent8-0,read> 0.0017159402409928763
<350,nurse9-2,HR9-9,addItem> 1.4471992660574856E-4
<351,patient4-5,HR4-5,addNote> 0.0011709204556787087
<352,nurse0-3,nursingItem0-2,read> 8.356143929179145E-4
<353,nurse9-2,HR9-7,addItem> 1.434828573055451E-4
<354,patient5-1,HR5-1,addNote> 0.001603894710749926
<355,nurse9-2,HR9-8,addItem> 1.4430757017234742E-4
<356,patient2-7,HR2-7,addNote> 0.0016987366904321925
<357,patient7-8,noteItem7-8,read> 0.001626804961429164
<358,nurse0-1,nursingItem0-0,read> 0.001508099644218459
<359,nurse9-2,HR9-5,addItem> 1.513176295401671E-4
<360,nurse9-2,nursingItem9-0,read> 7.658672151400037E-4
<361,agent2-1,noteItem2-0,read> 8.6194102499379E-4
<362,nurse9-2,HR9-6,addItem> 1.4265814443874277E-4
<363,nurse9-2,HR9-3,addItem> 1.4925584737316132E-4
<364,doctor3-0,HR3-8,addItem> 0.0011256127925587565
<365,patient0-6,noteItem0-6,read> 0.0018922892543230656
<366,nurse9-2,HR9-4,addItem> 1.5008056023996363E-4
<367,nurse9-2,HR9-1,addItem> 1.4760642163955668E-4
<368,doctor4-0,HRitem5-4-3,read> 1.839725565309188E-4
<369,nurse9-2,HR9-2,addItem> 1.4843113450635902E-4
<370,doctor6-0,HRitem2-0-2,read> 3.679939510115406E-4
<371,agent4-01,noteItem4-0,read> 0.002278609425578702
<372,patient6-4,noteItem6-4,read> 0.004898256570637888
<373,nurse5-0,nursingItem5-3,read> 0.0014006414139676856
<374,patient4-2,noteItem4-2,read> 0.004778360438363223
<375,nurse9-2,HR9-0,addItem> 1.4678170877275437E-4
<376,doctor7-1,HRitem6-5-3,read> 1.5466978670916376E-4
<377,doctor8-1,HRitem8-1-2,read> 5.1524036936585975E-5
<378,agent6-01,HR6-6,addNote> 2.2797905747861573E-4
<379,doctor4-0,HRitem1-2-1,read> 2.962222769244198E-4
<380,patient7-0,noteItem7-0agent7-0,read> 8.787971215939678E-4
<381,agent2-01,HR2-2,addNote> 0.001241814558369944
<382,agent9-01,noteItem9-5,read> 9.121491469050765E-4
<383,doctor4-1,HR4-2,addItem> 2.3074223452828057E-4
<384,nurse9-1,HR9-6,addItem> 1.4130593453884948E-4
<385,nurse9-1,HR9-7,addItem> 1.4212283022208022E-4
<386,patient7-0,HR7-0,addNote> 0.0013729751080452767
<387,nurse9-1,HR9-8,addItem> 1.4293972590531095E-4
<388,nurse9-1,HR9-9,addItem> 1.4334817374692628E-4
<389,nurse9-1,HR9-2,addItem> 1.4702420432146463E-4
<390,patient0-8,HR0-8,addNote> 0.0012121560990188246
<391,patient7-9,noteItem7-9,read> 0.0016953170370146871
<392,agent5-0,noteItem5-0,read> 0.0024811599348360737
<393,nurse5-3,HR5-8,addItem> 1.5678894989042884E-4
<394,nurse0-1,HR0-7,addItem> 1.2322135815031723E-4
<395,nurse9-1,HR9-3,addItem> 1.4784110000469534E-4
<396,nurse6-1,nursingItem6-0,read> 1.8916993931280868E-4
<397,nurse9-1,HR9-4,addItem> 1.4865799568792608E-4
<398,nurse9-1,HR9-5,addItem> 1.4988333921277217E-4
<399,nurse9-1,HR9-0,addItem> 1.4539041295500316E-4
<400,doctor8-1,HR2-6,addItem> 3.5400882733471474E-4
<401,nurse9-1,HR9-1,addItem> 1.4620730863823387E-4
<402,nurse7-0,nursingItem7-0,read> 3.147798213279835E-4
<403,doctor9-0,HR1-2,addItem> 7.48396501018209E-5
<404,patient3-1,noteItem3-1,read> 0.0046584643060885575
<405,patient3-3,noteItem3-3,read> 0.004632772277743987
<406,doctor7-0,HRitem6-5-1,read> 1.628745622592552E-4
<407,agent6-11,noteItem6-2,read> 0.002085772842714417
<408,patient0-9,HR0-9,addNote> 0.0012039089703508015
<409,nurse9-3,HR9-4,addItem> 1.472354311358885E-4
<410,doctor0-1,HR0-5,addItem> 4.059695968557729E-4
<411,doctor7-1,HRitem1-9-3,read> 7.969865012020345E-4
<412,patient5-8,noteItem5-8,read> 0.0048211804856041745
<413,nurse1-0,nursingItem1-5,read> 0.0015046052412181767
<414,doctor7-0,HR6-9,addItem> 7.149919493731442E-5
<415,nurse9-3,HR9-5,addItem> 1.4844904888537723E-4
<416,doctor7-0,HR6-8,addItem> 6.404812816138935E-5
<417,nurse9-3,HR9-6,addItem> 1.399537246389562E-4
<418,doctor7-0,HRitem7-6-3,read> 4.0667360717625727E-4
<419,nurse9-3,HR9-7,addItem> 1.4076280313861532E-4
<420,nurse9-3,HR9-8,addItem> 1.415718816382745E-4
<421,agent9-11,HR9-2,addNote> 5.401818307313593E-4
<422,nurse9-3,HR9-9,addItem> 1.4197642088810403E-4
<423,nurse9-3,HR9-0,addItem> 1.4399911713725193E-4
<424,nurse9-3,HR9-1,addItem> 1.4480819563691106E-4
<425,nurse9-3,HR9-2,addItem> 1.4561727413657023E-4
<426,nurse2-2,nursingItem2-1,read> 5.636768984530296E-4
<427,nurse9-3,HR9-3,addItem> 1.4642635263622934E-4
<428,patient3-7,noteItem3-7,read> 0.0047697964289150335
<429,patient2-2,HR2-2,addNote> 0.0017317252051042857
<430,doctor2-1,HRitem5-8-2,read> 2.66020312031833E-4
<431,doctor7-0,HR6-2,addItem> 7.075408825972191E-5
<432,doctor7-0,HR6-3,addItem> 6.851876822694439E-5
<433,nurse7-1,nursingItem7-2,read> 3.180783842541464E-4
<434,nurse9-0,nursingItem9-4,read> 7.46250062146517E-4
